Year,Year Code,State,State Code,Cause of death,Cause of death Code,Deaths,Population,Crude Rate
2019.0,2019.0,New York,36.0,"Head, face and neck - Malignant neoplasms",C76.0,26.0,19453561.0,0.1
2019.0,2019.0,New York,36.0,Abdomen - Malignant neoplasms,C76.2,30.0,19453561.0,0.2
2019.0,2019.0,New York,36.0,Pelvis - Malignant neoplasms,C76.3,13.0,19453561.0,
2019.0,2019.0,New York,36.0,Secondary malignant neoplasm of lung - Malignant neoplasms,C78.0,18.0,19453561.0,
2019.0,2019.0,New York,36.0,Secondary malignant neoplasm of pleura - Malignant neoplasms,C78.2,22.0,19453561.0,0.1
2019.0,2019.0,New York,36.0,Secondary malignant neoplasm of retroperitoneum and peritoneum - Malignant neoplasms,C78.6,35.0,19453561.0,0.2
2019.0,2019.0,New York,36.0,Secondary malignant neoplasm of liver - Malignant neoplasms,C78.7,118.0,19453561.0,0.6
2019.0,2019.0,New York,36.0,Secondary malignant neoplasm of brain and cerebral meninges - Malignant neoplasms,C79.3,47.0,19453561.0,0.2
2019.0,2019.0,New York,36.0,Secondary malignant neoplasm of bone and bone marrow - Malignant neoplasms,C79.5,21.0,19453561.0,0.1
2019.0,2019.0,New York,36.0,Secondary malignant neoplasm of other specified sites - Malignant neoplasms,C79.8,135.0,19453561.0,0.7
2019.0,2019.0,New York,36.0,Malignant neoplasm without specification of site,C80,1913.0,19453561.0,9.8
2019.0,2019.0,New York,36.0,"Hodgkin disease, unspecified",C81.9,60.0,19453561.0,0.3
2019.0,2019.0,New York,36.0,"Follicular non-Hodgkin lymphoma, unspecified",C82.9,27.0,19453561.0,0.1
2019.0,2019.0,New York,36.0,Non-Hodgkin lymphoma small cell (diffuse),C83.0,14.0,19453561.0,
2019.0,2019.0,New York,36.0,Non-Hodgkin lymphoma small cleaved cell (diffuse),C83.1,67.0,19453561.0,0.3
2019.0,2019.0,New York,36.0,Non-Hodgkin lymphoma large cell (diffuse),C83.3,253.0,19453561.0,1.3
2019.0,2019.0,New York,36.0,Non-Hodgkin lymphoma lymphoblastic (diffuse),C83.5,10.0,19453561.0,
2019.0,2019.0,New York,36.0,Burkitt tumor,C83.7,15.0,19453561.0,
2019.0,2019.0,New York,36.0,Peripheral T-cell lymphoma - Malignant neoplasms,C84.4,22.0,19453561.0,0.1
2019.0,2019.0,New York,36.0,Other and unspecified T-cell lymphomas - Malignant neoplasms,C84.5,86.0,19453561.0,0.4
2019.0,2019.0,New York,36.0,"B-cell lymphoma, unspecified - Malignant neoplasms",C85.1,200.0,19453561.0,1.0
2019.0,2019.0,New York,36.0,"Non-Hodgkin lymphoma, unspecified type",C85.9,454.0,19453561.0,2.3
2019.0,2019.0,New York,36.0,Waldenstr÷m macroglobulinemia,C88.0,20.0,19453561.0,0.1
2019.0,2019.0,New York,36.0,Multiple myeloma - Malignant neoplasms,C90.0,658.0,19453561.0,3.4
2019.0,2019.0,New York,36.0,Acute lymphoblastic leukaemia - Malignant neoplasms,C91.0,71.0,19453561.0,0.4
2019.0,2019.0,New York,36.0,Chronic lymphocytic leukaemia - Malignant neoplasms,C91.1,254.0,19453561.0,1.3
2019.0,2019.0,New York,36.0,Adult T-cell leukaemia - Malignant neoplasms,C91.5,27.0,19453561.0,0.1
2019.0,2019.0,New York,36.0,"Lymphoid leukaemia, unspecified - Malignant neoplasms",C91.9,13.0,19453561.0,
2019.0,2019.0,New York,36.0,Acute myeloid leukaemia - Malignant neoplasms,C92.0,640.0,19453561.0,3.3
2019.0,2019.0,New York,36.0,Chronic myeloid leukaemia - Malignant neoplasms,C92.1,52.0,19453561.0,0.3
2019.0,2019.0,New York,36.0,Other myeloid leukaemia - Malignant neoplasms,C92.7,32.0,19453561.0,0.2
2019.0,2019.0,New York,36.0,"Myeloid leukaemia, unspecified - Malignant neoplasms",C92.9,10.0,19453561.0,
2019.0,2019.0,New York,36.0,Acute leukaemia of unspecified cell type - Malignant neoplasms,C95.0,73.0,19453561.0,0.4
2019.0,2019.0,New York,36.0,"Leukaemia, unspecified - Malignant neoplasms",C95.9,122.0,19453561.0,0.6
2019.0,2019.0,New York,36.0,Malignant neoplasms of independent (primary) multiple sites,C97,292.0,19453561.0,1.5
2019.0,2019.0,New York,36.0,Cerebral meninges - Benign neoplasms,D32.0,21.0,19453561.0,0.1
2019.0,2019.0,New York,36.0,"Meninges, unspecified - Benign neoplasms",D32.9,35.0,19453561.0,0.2
2019.0,2019.0,New York,36.0,Other digestive organs - Uncertain neoplasms,D37.7,25.0,19453561.0,0.1
2019.0,2019.0,New York,36.0,"Trachea, bronchus and lung - Uncertain neoplasms",D38.1,48.0,19453561.0,0.2
2019.0,2019.0,New York,36.0,Bladder - Uncertain neoplasms,D41.4,11.0,19453561.0,
2019.0,2019.0,New York,36.0,"Brain, unspecified - Uncertain neoplasms",D43.2,87.0,19453561.0,0.4
2019.0,2019.0,New York,36.0,Polycythaemia vera,D45,11.0,19453561.0,
2019.0,2019.0,New York,36.0,"Myelodysplastic syndrome, unspecified - Uncertain neoplasms",D46.9,352.0,19453561.0,1.8
2019.0,2019.0,New York,36.0,Chronic myeloproliferative disease - Uncertain neoplasms,D47.1,75.0,19453561.0,0.4
2019.0,2019.0,New York,36.0,Connective and other soft tissue - Uncertain neoplasms,D48.1,22.0,19453561.0,0.1
2019.0,2019.0,New York,36.0,Other specified sites - Uncertain neoplasms,D48.7,12.0,19453561.0,
2019.0,2019.0,New York,36.0,"Neoplasm of uncertain or unknown behaviour, unspecified - Uncertain neoplasms",D48.9,35.0,19453561.0,0.2
2019.0,2019.0,New York,36.0,Iron deficiency anaemia secondary to blood loss (chronic),D50.0,11.0,19453561.0,
2019.0,2019.0,New York,36.0,Sickle-cell anaemia with crisis,D57.0,16.0,19453561.0,
2019.0,2019.0,New York,36.0,Sickle-cell anaemia without crisis,D57.1,34.0,19453561.0,0.2
2019.0,2019.0,New York,36.0,Other autoimmune haemolytic anaemias,D59.1,11.0,19453561.0,
2019.0,2019.0,New York,36.0,"Aplastic anaemia, unspecified",D61.9,34.0,19453561.0,0.2
2019.0,2019.0,New York,36.0,Acute posthaemorrhagic anaemia,D62,26.0,19453561.0,0.1
2019.0,2019.0,New York,36.0,"Anaemia, unspecified",D64.9,93.0,19453561.0,0.5
2019.0,2019.0,New York,36.0,Disseminated intravascular coagulation [defibrination syndrome],D65,34.0,19453561.0,0.2
2019.0,2019.0,New York,36.0,"Coagulation defect, unspecified",D68.9,38.0,19453561.0,0.2
2019.0,2019.0,New York,36.0,Idiopathic thrombocytopenic purpura,D69.3,13.0,19453561.0,
2019.0,2019.0,New York,36.0,"Thrombocytopenia, unspecified",D69.6,11.0,19453561.0,
2019.0,2019.0,New York,36.0,Agranulocytosis,D70,29.0,19453561.0,0.1
2019.0,2019.0,New York,36.0,Other specified disorders of white blood cells,D72.8,10.0,19453561.0,
2019.0,2019.0,New York,36.0,"Disease of blood and blood-forming organs, unspecified",D75.9,11.0,19453561.0,
2019.0,2019.0,New York,36.0,Haemophagocytic lymphohistiocytosis,D76.1,22.0,19453561.0,0.1
2019.0,2019.0,New York,36.0,"Immunodeficiency, unspecified",D84.9,16.0,19453561.0,
2019.0,2019.0,New York,36.0,Sarcoidosis of lung,D86.0,12.0,19453561.0,
2019.0,2019.0,New York,36.0,Sarcoidosis of other and combined sites,D86.8,10.0,19453561.0,
2019.0,2019.0,New York,36.0,"Sarcoidosis, unspecified",D86.9,39.0,19453561.0,0.2
2019.0,2019.0,New York,36.0,"Disorder involving the immune mechanism, unspecified",D89.9,19.0,19453561.0,
2019.0,2019.0,New York,36.0,"Hypothyroidism, unspecified",E03.9,95.0,19453561.0,0.5
2019.0,2019.0,New York,36.0,"Thyrotoxicosis, unspecified",E05.9,11.0,19453561.0,
2019.0,2019.0,New York,36.0,"Insulin-dependent diabetes mellitus, with ketoacidosis",E10.1,16.0,19453561.0,
2019.0,2019.0,New York,36.0,"Insulin-dependent diabetes mellitus, with renal complications",E10.2,32.0,19453561.0,0.2
2019.0,2019.0,New York,36.0,"Insulin-dependent diabetes mellitus, without complications",E10.9,81.0,19453561.0,0.4
2019.0,2019.0,New York,36.0,"Non-insulin-dependent diabetes mellitus, with ketoacidosis",E11.1,14.0,19453561.0,
2019.0,2019.0,New York,36.0,"Non-insulin-dependent diabetes mellitus, with renal complications",E11.2,339.0,19453561.0,1.7
2019.0,2019.0,New York,36.0,"Non-insulin-dependent diabetes mellitus, with peripheral circulatory complications",E11.5,45.0,19453561.0,0.2
2019.0,2019.0,New York,36.0,"Non-insulin-dependent diabetes mellitus, with multiple complications",E11.7,53.0,19453561.0,0.3
2019.0,2019.0,New York,36.0,"Non-insulin-dependent diabetes mellitus, without complications",E11.9,549.0,19453561.0,2.8
2019.0,2019.0,New York,36.0,"Unspecified diabetes mellitus, with ketoacidosis",E14.1,196.0,19453561.0,1.0
2019.0,2019.0,New York,36.0,"Unspecified diabetes mellitus, with renal complications",E14.2,796.0,19453561.0,4.1
2019.0,2019.0,New York,36.0,"Unspecified diabetes mellitus, with peripheral circulatory complications",E14.5,133.0,19453561.0,0.7
2019.0,2019.0,New York,36.0,"Unspecified diabetes mellitus, with other specified complications",E14.6,21.0,19453561.0,0.1
2019.0,2019.0,New York,36.0,"Unspecified diabetes mellitus, with multiple complications",E14.7,101.0,19453561.0,0.5
2019.0,2019.0,New York,36.0,"Unspecified diabetes mellitus, without complications",E14.9,2150.0,19453561.0,11.1
2019.0,2019.0,New York,36.0,"Hypoglycaemia, unspecified",E16.2,32.0,19453561.0,0.2
2019.0,2019.0,New York,36.0,Unspecified severe protein-energy malnutrition,E43,142.0,19453561.0,0.7
2019.0,2019.0,New York,36.0,Retarded development following protein-energy malnutrition,E45,11.0,19453561.0,
2019.0,2019.0,New York,36.0,Unspecified protein-energy malnutrition,E46,112.0,19453561.0,0.6
2019.0,2019.0,New York,36.0,Extreme obesity with alveolar hypoventilation,E66.2,44.0,19453561.0,0.2
2019.0,2019.0,New York,36.0,Other obesity,E66.8,243.0,19453561.0,1.2
2019.0,2019.0,New York,36.0,"Obesity, unspecified",E66.9,174.0,19453561.0,0.9
2019.0,2019.0,New York,36.0,Disorders of urea cycle metabolism,E72.2,11.0,19453561.0,
2019.0,2019.0,New York,36.0,Pure hypercholesterolaemia,E78.0,114.0,19453561.0,0.6
2019.0,2019.0,New York,36.0,"Hyperlipidaemia, unspecified",E78.5,679.0,19453561.0,3.5
2019.0,2019.0,New York,36.0,"Disorder of lipoprotein metabolism, unspecified",E78.9,56.0,19453561.0,0.3
2019.0,2019.0,New York,36.0,Disorders of iron metabolism,E83.1,10.0,19453561.0,
2019.0,2019.0,New York,36.0,Disorders of calcium metabolism,E83.5,18.0,19453561.0,
2019.0,2019.0,New York,36.0,"Cystic fibrosis, unspecified",E84.9,10.0,19453561.0,
2019.0,2019.0,New York,36.0,Organ-limited amyloidosis,E85.4,104.0,19453561.0,0.5
2019.0,2019.0,New York,36.0,"Amyloidosis, unspecified",E85.9,59.0,19453561.0,0.3
2019.0,2019.0,New York,36.0,Volume depletion,E86,71.0,19453561.0,0.4
2019.0,2019.0,New York,36.0,Hyperosmolality and hypernatraemia,E87.0,54.0,19453561.0,0.3
2019.0,2019.0,New York,36.0,Hypo-osmolality and hyponatraemia,E87.1,17.0,19453561.0,
2019.0,2019.0,New York,36.0,Acidosis,E87.2,157.0,19453561.0,0.8
2019.0,2019.0,New York,36.0,Hyperkalaemia,E87.5,25.0,19453561.0,0.1
2019.0,2019.0,New York,36.0,Fluid overload,E87.7,33.0,19453561.0,0.2
2019.0,2019.0,New York,36.0,"Other disorders of electrolyte and fluid balance, not elsewhere classified",E87.8,59.0,19453561.0,0.3
2019.0,2019.0,New York,36.0,"Disorders of plasma-protein metabolism, not elsewhere classified",E88.0,13.0,19453561.0,
2019.0,2019.0,New York,36.0,"Metabolic disorder, unspecified",E88.9,79.0,19453561.0,0.4
2019.0,2019.0,New York,36.0,Multi-infarct dementia,F01.1,13.0,19453561.0,
2019.0,2019.0,New York,36.0,"Vascular dementia, unspecified",F01.9,698.0,19453561.0,3.6
2019.0,2019.0,New York,36.0,Unspecified dementia,F03,7045.0,19453561.0,36.2
2019.0,2019.0,New York,36.0,Delirium superimposed on dementia,F05.1,27.0,19453561.0,0.1
2019.0,2019.0,New York,36.0,"Delirium, unspecified",F05.9,48.0,19453561.0,0.2
2019.0,2019.0,New York,36.0,Unspecified mental disorder due to brain damage and dysfunction and to physical disease,F06.9,34.0,19453561.0,0.2
2019.0,2019.0,New York,36.0,"Mental and behavioural disorders due to use of alcohol, harmful use",F10.1,281.0,19453561.0,1.4
2019.0,2019.0,New York,36.0,"Mental and behavioural disorders due to use of alcohol, dependence syndrome",F10.2,166.0,19453561.0,0.9
2019.0,2019.0,New York,36.0,"Mental and behavioural disorders due to use of alcohol, residual and late-onset psychotic disorder",F10.7,13.0,19453561.0,
2019.0,2019.0,New York,36.0,"Mental and behavioural disorders due to use of alcohol, unspecified mental and behavioural disorder",F10.9,77.0,19453561.0,0.4
2019.0,2019.0,New York,36.0,"Mental and behavioural disorders due to use of opioids, unspecified mental and behavioural disorder",F11.9,11.0,19453561.0,
2019.0,2019.0,New York,36.0,"Mental and behavioural disorders due to use of cocaine, harmful use",F14.1,16.0,19453561.0,
2019.0,2019.0,New York,36.0,"Mental and behavioural disorders due to use of cocaine, unspecified mental and behavioural disorder",F14.9,17.0,19453561.0,
2019.0,2019.0,New York,36.0,"Mental and behavioural disorders due to use of tobacco, unspecified mental and behavioural disorder",F17.9,48.0,19453561.0,0.2
2019.0,2019.0,New York,36.0,"Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances, harmful use",F19.1,45.0,19453561.0,0.2
2019.0,2019.0,New York,36.0,"Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances, unspecified mental and behavioural disorder",F19.9,39.0,19453561.0,0.2
2019.0,2019.0,New York,36.0,"Schizophrenia, unspecified",F20.9,23.0,19453561.0,0.1
2019.0,2019.0,New York,36.0,"Depressive episode, unspecified",F32.9,18.0,19453561.0,
2019.0,2019.0,New York,36.0,Psychological and behavioural factors associated with disorders or diseases classified elsewhere,F54,23.0,19453561.0,0.1
2019.0,2019.0,New York,36.0,Unspecified mental retardation,F79,23.0,19453561.0,0.1
2019.0,2019.0,New York,36.0,"Meningitis, unspecified",G03.9,20.0,19453561.0,0.1
2019.0,2019.0,New York,36.0,"Encephalitis, myelitis and encephalomyelitis, unspecified",G04.9,18.0,19453561.0,
2019.0,2019.0,New York,36.0,"Extradural and subdural abscess, unspecified",G06.2,10.0,19453561.0,
2019.0,2019.0,New York,36.0,Huntington disease,G10,61.0,19453561.0,0.3
2019.0,2019.0,New York,36.0,Motor neuron disease,G12.2,403.0,19453561.0,2.1
2019.0,2019.0,New York,36.0,Parkinson disease,G20,1583.0,19453561.0,8.1
2019.0,2019.0,New York,36.0,Progressive supranuclear ophthalmoplegia [Steele-Richardson-Olszewski],G23.1,61.0,19453561.0,0.3
2019.0,2019.0,New York,36.0,Alzheimer disease with early onset,G30.0,13.0,19453561.0,
2019.0,2019.0,New York,36.0,Alzheimer disease with late onset,G30.1,219.0,19453561.0,1.1
2019.0,2019.0,New York,36.0,"Alzheimer disease, unspecified",G30.9,3521.0,19453561.0,18.1
2019.0,2019.0,New York,36.0,Circumscribed brain atrophy,G31.0,64.0,19453561.0,0.3
2019.0,2019.0,New York,36.0,"Senile degeneration of brain, not elsewhere classified",G31.1,861.0,19453561.0,4.4
2019.0,2019.0,New York,36.0,Other specified degenerative diseases of nervous system,G31.8,202.0,19453561.0,1.0
2019.0,2019.0,New York,36.0,"Degenerative disease of nervous system, unspecified",G31.9,33.0,19453561.0,0.2
2019.0,2019.0,New York,36.0,Multiple sclerosis,G35,214.0,19453561.0,1.1
2019.0,2019.0,New York,36.0,"Epilepsy, unspecified",G40.9,71.0,19453561.0,0.4
2019.0,2019.0,New York,36.0,"Status epilepticus, unspecified",G41.9,81.0,19453561.0,0.4
2019.0,2019.0,New York,36.0,Sleep apnoea,G47.3,40.0,19453561.0,0.2
2019.0,2019.0,New York,36.0,Other inflammatory polyneuropathies,G61.8,11.0,19453561.0,
2019.0,2019.0,New York,36.0,Myasthenia gravis,G70.0,36.0,19453561.0,0.2
2019.0,2019.0,New York,36.0,"Myoneural disorder, unspecified",G70.9,35.0,19453561.0,0.2
2019.0,2019.0,New York,36.0,Muscular dystrophy,G71.0,46.0,19453561.0,0.2
2019.0,2019.0,New York,36.0,Myotonic disorders,G71.1,14.0,19453561.0,
2019.0,2019.0,New York,36.0,"Infantile cerebral palsy, unspecified",G80.9,77.0,19453561.0,0.4
2019.0,2019.0,New York,36.0,"Paraplegia, unspecified",G82.2,13.0,19453561.0,
2019.0,2019.0,New York,36.0,"Tetraplegia, unspecified",G82.5,36.0,19453561.0,0.2
2019.0,2019.0,New York,36.0,Normal-pressure hydrocephalus,G91.2,14.0,19453561.0,
2019.0,2019.0,New York,36.0,"Hydrocephalus, unspecified",G91.9,17.0,19453561.0,
2019.0,2019.0,New York,36.0,"Anoxic brain damage, not elsewhere classified",G93.1,170.0,19453561.0,0.9
2019.0,2019.0,New York,36.0,"Encephalopathy, unspecified",G93.4,109.0,19453561.0,0.6
2019.0,2019.0,New York,36.0,Compression of brain,G93.5,23.0,19453561.0,0.1
2019.0,2019.0,New York,36.0,Cerebral oedema,G93.6,17.0,19453561.0,
2019.0,2019.0,New York,36.0,"Disorder of brain, unspecified",G93.9,22.0,19453561.0,0.1
2019.0,2019.0,New York,36.0,"Disease of spinal cord, unspecified",G95.9,11.0,19453561.0,
2019.0,2019.0,New York,36.0,Mitral stenosis,I05.0,21.0,19453561.0,0.1
2019.0,2019.0,New York,36.0,"Mitral valve disease, unspecified",I05.9,38.0,19453561.0,0.2
2019.0,2019.0,New York,36.0,Tricuspid insufficiency,I07.1,17.0,19453561.0,
2019.0,2019.0,New York,36.0,Disorders of both mitral and aortic valves,I08.0,28.0,19453561.0,0.1
2019.0,2019.0,New York,36.0,"Rheumatic heart disease, unspecified",I09.9,15.0,19453561.0,
2019.0,2019.0,New York,36.0,Essential (primary) hypertension,I10,1888.0,19453561.0,9.7
2019.0,2019.0,New York,36.0,Hypertensive heart disease with (congestive) heart failure,I11.0,1731.0,19453561.0,8.9
2019.0,2019.0,New York,36.0,Hypertensive heart disease without (congestive) heart failure,I11.9,2438.0,19453561.0,12.5
2019.0,2019.0,New York,36.0,Hypertensive renal disease with renal failure,I12.0,882.0,19453561.0,4.5
2019.0,2019.0,New York,36.0,Hypertensive renal disease without renal failure,I12.9,17.0,19453561.0,
2019.0,2019.0,New York,36.0,Hypertensive heart and renal disease with (congestive) heart failure,I13.0,41.0,19453561.0,0.2
2019.0,2019.0,New York,36.0,Hypertensive heart and renal disease with renal failure,I13.1,149.0,19453561.0,0.8
2019.0,2019.0,New York,36.0,Hypertensive heart and renal disease with both (congestive) heart failure and renal failure,I13.2,262.0,19453561.0,1.3
2019.0,2019.0,New York,36.0,"Hypertensive heart and renal disease, unspecified",I13.9,15.0,19453561.0,
2019.0,2019.0,New York,36.0,Acute subendocardial myocardial infarction,I21.4,406.0,19453561.0,2.1
2019.0,2019.0,New York,36.0,"Acute myocardial infarction, unspecified",I21.9,5266.0,19453561.0,27.1
2019.0,2019.0,New York,36.0,Other forms of acute ischaemic heart disease,I24.8,46.0,19453561.0,0.2
2019.0,2019.0,New York,36.0,"Acute ischaemic heart disease, unspecified",I24.9,189.0,19453561.0,1.0
2019.0,2019.0,New York,36.0,"Atherosclerotic cardiovascular disease, so described",I25.0,4926.0,19453561.0,25.3
2019.0,2019.0,New York,36.0,Atherosclerotic heart disease,I25.1,17936.0,19453561.0,92.2
2019.0,2019.0,New York,36.0,Aneurysm of heart,I25.3,11.0,19453561.0,
2019.0,2019.0,New York,36.0,Ischaemic cardiomyopathy,I25.5,411.0,19453561.0,2.1
2019.0,2019.0,New York,36.0,Other forms of chronic ischaemic heart disease,I25.8,52.0,19453561.0,0.3
2019.0,2019.0,New York,36.0,"Chronic ischaemic heart disease, unspecified",I25.9,617.0,19453561.0,3.2
2019.0,2019.0,New York,36.0,Pulmonary embolism without mention of acute cor pulmonale,I26.9,336.0,19453561.0,1.7
2019.0,2019.0,New York,36.0,Primary pulmonary hypertension,I27.0,19.0,19453561.0,
2019.0,2019.0,New York,36.0,Other secondary pulmonary hypertension,I27.2,405.0,19453561.0,2.1
2019.0,2019.0,New York,36.0,"Pulmonary heart disease, unspecified",I27.9,87.0,19453561.0,0.4
2019.0,2019.0,New York,36.0,Pericardial effusion (noninflammatory),I31.3,31.0,19453561.0,0.2
2019.0,2019.0,New York,36.0,"Disease of pericardium, unspecified",I31.9,17.0,19453561.0,
2019.0,2019.0,New York,36.0,Acute and subacute infective endocarditis,I33.0,94.0,19453561.0,0.5
2019.0,2019.0,New York,36.0,Mitral (valve) insufficiency,I34.0,120.0,19453561.0,0.6
2019.0,2019.0,New York,36.0,Mitral (valve) prolapse,I34.1,10.0,19453561.0,
2019.0,2019.0,New York,36.0,Aortic (valve) stenosis,I35.0,785.0,19453561.0,4.0
2019.0,2019.0,New York,36.0,Aortic (valve) insufficiency,I35.1,39.0,19453561.0,0.2
2019.0,2019.0,New York,36.0,Other aortic valve disorders,I35.8,18.0,19453561.0,
2019.0,2019.0,New York,36.0,"Aortic valve disorder, unspecified",I35.9,71.0,19453561.0,0.4
2019.0,2019.0,New York,36.0,"Endocarditis, valve unspecified",I38,371.0,19453561.0,1.9
2019.0,2019.0,New York,36.0,Dilated cardiomyopathy,I42.0,132.0,19453561.0,0.7
2019.0,2019.0,New York,36.0,Obstructive hypertrophic cardiomyopathy,I42.1,11.0,19453561.0,
2019.0,2019.0,New York,36.0,Other hypertrophic cardiomyopathy,I42.2,46.0,19453561.0,0.2
2019.0,2019.0,New York,36.0,Alcoholic cardiomyopathy,I42.6,29.0,19453561.0,0.1
2019.0,2019.0,New York,36.0,Other cardiomyopathies,I42.8,10.0,19453561.0,
2019.0,2019.0,New York,36.0,"Cardiomyopathy, unspecified",I42.9,515.0,19453561.0,2.6
2019.0,2019.0,New York,36.0,"Atrioventricular block, complete",I44.2,25.0,19453561.0,0.1
2019.0,2019.0,New York,36.0,Other specified conduction disorders,I45.8,84.0,19453561.0,0.4
2019.0,2019.0,New York,36.0,"Conduction disorder, unspecified",I45.9,11.0,19453561.0,
2019.0,2019.0,New York,36.0,"Sudden cardiac death, so described",I46.1,74.0,19453561.0,0.4
2019.0,2019.0,New York,36.0,"Cardiac arrest, unspecified",I46.9,487.0,19453561.0,2.5
2019.0,2019.0,New York,36.0,Supraventricular tachycardia,I47.1,12.0,19453561.0,
2019.0,2019.0,New York,36.0,Ventricular tachycardia,I47.2,23.0,19453561.0,0.1
2019.0,2019.0,New York,36.0,Atrial fibrillation and flutter,I48,975.0,19453561.0,5.0
2019.0,2019.0,New York,36.0,Ventricular fibrillation and flutter,I49.0,69.0,19453561.0,0.4
2019.0,2019.0,New York,36.0,Sick sinus syndrome,I49.5,29.0,19453561.0,0.1
2019.0,2019.0,New York,36.0,Other specified cardiac arrhythmias,I49.8,12.0,19453561.0,
2019.0,2019.0,New York,36.0,"Cardiac arrhythmia, unspecified",I49.9,337.0,19453561.0,1.7
2019.0,2019.0,New York,36.0,Congestive heart failure,I50.0,2003.0,19453561.0,10.3
2019.0,2019.0,New York,36.0,Left ventricular failure,I50.1,26.0,19453561.0,0.1
2019.0,2019.0,New York,36.0,"Heart failure, unspecified",I50.9,856.0,19453561.0,4.4
2019.0,2019.0,New York,36.0,"Myocarditis, unspecified",I51.4,38.0,19453561.0,0.2
2019.0,2019.0,New York,36.0,"Cardiovascular disease, unspecified",I51.6,390.0,19453561.0,2.0
2019.0,2019.0,New York,36.0,Cardiomegaly,I51.7,100.0,19453561.0,0.5
2019.0,2019.0,New York,36.0,Other ill-defined heart diseases,I51.8,73.0,19453561.0,0.4
2019.0,2019.0,New York,36.0,"Heart disease, unspecified",I51.9,276.0,19453561.0,1.4
2019.0,2019.0,New York,36.0,"Subarachnoid haemorrhage from intracranial artery, unspecified",I60.7,12.0,19453561.0,
2019.0,2019.0,New York,36.0,Other subarachnoid haemorrhage,I60.8,24.0,19453561.0,0.1
2019.0,2019.0,New York,36.0,"Subarachnoid haemorrhage, unspecified",I60.9,286.0,19453561.0,1.5
2019.0,2019.0,New York,36.0,"Intracerebral haemorrhage in hemisphere, subcortical",I61.0,26.0,19453561.0,0.1
2019.0,2019.0,New York,36.0,"Intracerebral haemorrhage in hemisphere, cortical",I61.1,18.0,19453561.0,
2019.0,2019.0,New York,36.0,Intracerebral haemorrhage in brain stem,I61.3,34.0,19453561.0,0.2
2019.0,2019.0,New York,36.0,Intracerebral haemorrhage in cerebellum,I61.4,35.0,19453561.0,0.2
2019.0,2019.0,New York,36.0,"Intracerebral haemorrhage, intraventricular",I61.5,66.0,19453561.0,0.3
2019.0,2019.0,New York,36.0,"Intracerebral haemorrhage, unspecified",I61.9,633.0,19453561.0,3.3
2019.0,2019.0,New York,36.0,Subdural haemorrhage (acute)(nontraumatic),I62.0,115.0,19453561.0,0.6
2019.0,2019.0,New York,36.0,"Intracranial haemorrhage (nontraumatic), unspecified",I62.9,472.0,19453561.0,2.4
2019.0,2019.0,New York,36.0,Cerebral infarction due to thrombosis of precerebral arteries,I63.0,10.0,19453561.0,
2019.0,2019.0,New York,36.0,Cerebral infarction due to unspecified occlusion or stenosis of precerebral arteries,I63.2,50.0,19453561.0,0.3
2019.0,2019.0,New York,36.0,Cerebral infarction due to thrombosis of cerebral arteries,I63.3,31.0,19453561.0,0.2
2019.0,2019.0,New York,36.0,Cerebral infarction due to embolism of cerebral arteries,I63.4,121.0,19453561.0,0.6
2019.0,2019.0,New York,36.0,Cerebral infarction due to unspecified occlusion or stenosis of cerebral arteries,I63.5,29.0,19453561.0,0.1
2019.0,2019.0,New York,36.0,"Cerebral infarction, unspecified",I63.9,525.0,19453561.0,2.7
2019.0,2019.0,New York,36.0,"Stroke, not specified as haemorrhage or infarction",I64,2383.0,19453561.0,12.2
2019.0,2019.0,New York,36.0,"Cerebral aneurysm, nonruptured",I67.1,18.0,19453561.0,
2019.0,2019.0,New York,36.0,Cerebral atherosclerosis,I67.2,246.0,19453561.0,1.3
2019.0,2019.0,New York,36.0,Other specified cerebrovascular diseases,I67.8,87.0,19453561.0,0.4
2019.0,2019.0,New York,36.0,"Cerebrovascular disease, unspecified",I67.9,203.0,19453561.0,1.0
2019.0,2019.0,New York,36.0,Sequelae of subarachnoid haemorrhage,I69.0,11.0,19453561.0,
2019.0,2019.0,New York,36.0,Sequelae of intracerebral haemorrhage,I69.1,16.0,19453561.0,
2019.0,2019.0,New York,36.0,Sequelae of cerebral infarction,I69.3,82.0,19453561.0,0.4
2019.0,2019.0,New York,36.0,"Sequelae of stroke, not specified as haemorrhage or infarction",I69.4,315.0,19453561.0,1.6
2019.0,2019.0,New York,36.0,Sequelae of other and unspecified cerebrovascular diseases,I69.8,316.0,19453561.0,1.6
2019.0,2019.0,New York,36.0,Generalized and unspecified atherosclerosis,I70.9,352.0,19453561.0,1.8
2019.0,2019.0,New York,36.0,Dissection of aorta [any part],I71.0,233.0,19453561.0,1.2
2019.0,2019.0,New York,36.0,"Thoracic aortic aneurysm, ruptured",I71.1,25.0,19453561.0,0.1
2019.0,2019.0,New York,36.0,"Thoracic aortic aneurysm, without mention of rupture",I71.2,22.0,19453561.0,0.1
2019.0,2019.0,New York,36.0,"Abdominal aortic aneurysm, ruptured",I71.3,86.0,19453561.0,0.4
2019.0,2019.0,New York,36.0,"Abdominal aortic aneurysm, without mention of rupture",I71.4,50.0,19453561.0,0.3
