"Notes","Year","Year Code","State","State Code","Cause of death","Cause of death Code",Deaths,Population,Crude Rate
,"2019","2019","New York","36","Heart disease, unspecified","I51.9",276,19453561,1.4
,"2019","2019","New York","36","Subarachnoid haemorrhage from intracranial artery, unspecified","I60.7",12,19453561,Unreliable
,"2019","2019","New York","36","Other subarachnoid haemorrhage","I60.8",24,19453561,0.1
,"2019","2019","New York","36","Subarachnoid haemorrhage, unspecified","I60.9",286,19453561,1.5
,"2019","2019","New York","36","Intracerebral haemorrhage in hemisphere, subcortical","I61.0",26,19453561,0.1
,"2019","2019","New York","36","Intracerebral haemorrhage in hemisphere, cortical","I61.1",18,19453561,Unreliable
,"2019","2019","New York","36","Intracerebral haemorrhage in brain stem","I61.3",34,19453561,0.2
,"2019","2019","New York","36","Intracerebral haemorrhage in cerebellum","I61.4",35,19453561,0.2
,"2019","2019","New York","36","Intracerebral haemorrhage, intraventricular","I61.5",66,19453561,0.3
,"2019","2019","New York","36","Intracerebral haemorrhage, unspecified","I61.9",633,19453561,3.3
,"2019","2019","New York","36","Subdural haemorrhage (acute)(nontraumatic)","I62.0",115,19453561,0.6
,"2019","2019","New York","36","Intracranial haemorrhage (nontraumatic), unspecified","I62.9",472,19453561,2.4
,"2019","2019","New York","36","Cerebral infarction due to thrombosis of precerebral arteries","I63.0",10,19453561,Unreliable
,"2019","2019","New York","36","Cerebral infarction due to unspecified occlusion or stenosis of precerebral arteries","I63.2",50,19453561,0.3
,"2019","2019","New York","36","Cerebral infarction due to thrombosis of cerebral arteries","I63.3",31,19453561,0.2
,"2019","2019","New York","36","Cerebral infarction due to embolism of cerebral arteries","I63.4",121,19453561,0.6
,"2019","2019","New York","36","Cerebral infarction due to unspecified occlusion or stenosis of cerebral arteries","I63.5",29,19453561,0.1
,"2019","2019","New York","36","Cerebral infarction, unspecified","I63.9",525,19453561,2.7
,"2019","2019","New York","36","Stroke, not specified as haemorrhage or infarction","I64",2383,19453561,12.2
,"2019","2019","New York","36","Cerebral aneurysm, nonruptured","I67.1",18,19453561,Unreliable
,"2019","2019","New York","36","Cerebral atherosclerosis","I67.2",246,19453561,1.3
,"2019","2019","New York","36","Other specified cerebrovascular diseases","I67.8",87,19453561,0.4
,"2019","2019","New York","36","Cerebrovascular disease, unspecified","I67.9",203,19453561,1.0
,"2019","2019","New York","36","Sequelae of subarachnoid haemorrhage","I69.0",11,19453561,Unreliable
,"2019","2019","New York","36","Sequelae of intracerebral haemorrhage","I69.1",16,19453561,Unreliable
,"2019","2019","New York","36","Sequelae of cerebral infarction","I69.3",82,19453561,0.4
,"2019","2019","New York","36","Sequelae of stroke, not specified as haemorrhage or infarction","I69.4",315,19453561,1.6
,"2019","2019","New York","36","Sequelae of other and unspecified cerebrovascular diseases","I69.8",316,19453561,1.6
,"2019","2019","New York","36","Generalized and unspecified atherosclerosis","I70.9",352,19453561,1.8
,"2019","2019","New York","36","Dissection of aorta [any part]","I71.0",233,19453561,1.2
,"2019","2019","New York","36","Thoracic aortic aneurysm, ruptured","I71.1",25,19453561,0.1
,"2019","2019","New York","36","Thoracic aortic aneurysm, without mention of rupture","I71.2",22,19453561,0.1
,"2019","2019","New York","36","Abdominal aortic aneurysm, ruptured","I71.3",86,19453561,0.4
,"2019","2019","New York","36","Abdominal aortic aneurysm, without mention of rupture","I71.4",50,19453561,0.3
,"2019","2019","New York","36","Aortic aneurysm of unspecified site, ruptured","I71.8",51,19453561,0.3
,"2019","2019","New York","36","Aortic aneurysm of unspecified site, without mention of rupture","I71.9",20,19453561,0.1
,"2019","2019","New York","36","Aneurysm of unspecified site","I72.9",27,19453561,0.1
,"2019","2019","New York","36","Peripheral vascular disease, unspecified","I73.9",431,19453561,2.2
,"2019","2019","New York","36","Embolism and thrombosis of unspecified artery","I74.9",14,19453561,Unreliable
,"2019","2019","New York","36","Arteritis, unspecified","I77.6",22,19453561,0.1
,"2019","2019","New York","36","Other specified disorders of arteries and arterioles","I77.8",10,19453561,Unreliable
,"2019","2019","New York","36","Disorder of arteries and arterioles, unspecified","I77.9",12,19453561,Unreliable
,"2019","2019","New York","36","Phlebitis and thrombophlebitis of other deep vessels of lower extremities","I80.2",203,19453561,1.0
,"2019","2019","New York","36","Phlebitis and thrombophlebitis of lower extremities, unspecified","I80.3",37,19453561,0.2
,"2019","2019","New York","36","Embolism and thrombosis of unspecified vein","I82.9",14,19453561,Unreliable
,"2019","2019","New York","36","Varicose veins of lower extremities without ulcer or inflammation","I83.9",11,19453561,Unreliable
,"2019","2019","New York","36","Lymphoedema, not elsewhere classified","I89.0",11,19453561,Unreliable
,"2019","2019","New York","36","Hypotension, unspecified","I95.9",16,19453561,Unreliable
,"2019","2019","New York","36","Other and unspecified disorders of circulatory system","I99",24,19453561,0.1
,"2019","2019","New York","36","Acute upper respiratory infection, unspecified","J06.9",13,19453561,Unreliable
,"2019","2019","New York","36","Influenza with pneumonia, influenza virus identified","J10.0",78,19453561,0.4
,"2019","2019","New York","36","Influenza with other respiratory manifestations, influenza virus identified","J10.1",95,19453561,0.5
,"2019","2019","New York","36","Influenza with pneumonia, virus not identified","J11.0",87,19453561,0.4
,"2019","2019","New York","36","Influenza with other respiratory manifestations, virus not identified","J11.1",67,19453561,0.3
,"2019","2019","New York","36","Viral pneumonia, unspecified","J12.9",26,19453561,0.1
,"2019","2019","New York","36","Pneumonia due to Streptococcus pneumoniae","J13",11,19453561,Unreliable
,"2019","2019","New York","36","Pneumonia due to Klebsiella pneumoniae","J15.0",18,19453561,Unreliable
,"2019","2019","New York","36","Pneumonia due to Pseudomonas","J15.1",22,19453561,0.1
,"2019","2019","New York","36","Pneumonia due to staphylococcus","J15.2",62,19453561,0.3
,"2019","2019","New York","36","Pneumonia due to other streptococci","J15.4",23,19453561,0.1
,"2019","2019","New York","36","Bacterial pneumonia, unspecified","J15.9",513,19453561,2.6
,"2019","2019","New York","36","Bronchopneumonia, unspecified","J18.0",77,19453561,0.4
,"2019","2019","New York","36","Lobar pneumonia, unspecified","J18.1",441,19453561,2.3
,"2019","2019","New York","36","Pneumonia, unspecified","J18.9",2699,19453561,13.9
,"2019","2019","New York","36","Bronchitis, not specified as acute or chronic","J40",10,19453561,Unreliable
,"2019","2019","New York","36","Unspecified chronic bronchitis","J42",12,19453561,Unreliable
,"2019","2019","New York","36","Centrilobular emphysema","J43.2",10,19453561,Unreliable
,"2019","2019","New York","36","Emphysema, unspecified","J43.9",370,19453561,1.9
,"2019","2019","New York","36","Chronic obstructive pulmonary disease with acute lower respiratory infection","J44.0",1064,19453561,5.5
,"2019","2019","New York","36","Chronic obstructive pulmonary disease with acute exacerbation, unspecified","J44.1",349,19453561,1.8
,"2019","2019","New York","36","Other specified chronic obstructive pulmonary disease","J44.8",59,19453561,0.3
,"2019","2019","New York","36","Chronic obstructive pulmonary disease, unspecified","J44.9",4897,19453561,25.2
,"2019","2019","New York","36","Predominantly allergic asthma","J45.0",11,19453561,Unreliable
,"2019","2019","New York","36","Asthma, unspecified","J45.9",262,19453561,1.3
,"2019","2019","New York","36","Status asthmaticus","J46",14,19453561,Unreliable
,"2019","2019","New York","36","Bronchiectasis","J47",58,19453561,0.3
,"2019","2019","New York","36","Pneumoconiosis due to asbestos and other mineral fibres","J61",11,19453561,Unreliable
,"2019","2019","New York","36","Hypersensitivity pneumonitis due to unspecified organic dust","J67.9",11,19453561,Unreliable
,"2019","2019","New York","36","Pneumonitis due to food and vomit","J69.0",604,19453561,3.1
,"2019","2019","New York","36","Adult respiratory distress syndrome","J80",83,19453561,0.4
,"2019","2019","New York","36","Pulmonary oedema","J81",36,19453561,0.2
,"2019","2019","New York","36","Other interstitial pulmonary diseases with fibrosis","J84.1",676,19453561,3.5
,"2019","2019","New York","36","Interstitial pulmonary disease, unspecified","J84.9",375,19453561,1.9
,"2019","2019","New York","36","Pyothorax without fistula","J86.9",34,19453561,0.2
,"2019","2019","New York","36","Pleural effusion, not elsewhere classified","J90",139,19453561,0.7
,"2019","2019","New York","36","Pneumothorax, unspecified","J93.9",15,19453561,Unreliable
,"2019","2019","New York","36","Acute respiratory failure","J96.0",256,19453561,1.3
,"2019","2019","New York","36","Chronic respiratory failure","J96.1",202,19453561,1.0
,"2019","2019","New York","36","Respiratory failure, unspecified","J96.9",414,19453561,2.1
,"2019","2019","New York","36","Pulmonary collapse","J98.1",18,19453561,Unreliable
,"2019","2019","New York","36","Other disorders of lung","J98.4",175,19453561,0.9
,"2019","2019","New York","36","Diseases of mediastinum, not elsewhere classified","J98.5",12,19453561,Unreliable
,"2019","2019","New York","36","Other specified respiratory disorders","J98.8",27,19453561,0.1
,"2019","2019","New York","36","Respiratory disorder, unspecified","J98.9",24,19453561,0.1
,"2019","2019","New York","36","Gastro-oesophageal reflux disease without oesophagitis","K21.9",21,19453561,0.1
,"2019","2019","New York","36","Achalasia of cardia","K22.0",22,19453561,0.1
,"2019","2019","New York","36","Oesophageal obstruction","K22.2",26,19453561,0.1
,"2019","2019","New York","36","Other specified diseases of oesophagus","K22.8",11,19453561,Unreliable
,"2019","2019","New York","36","Gastric ulcer, chronic or unspecified with haemorrhage","K25.4",40,19453561,0.2
,"2019","2019","New York","36","Gastric ulcer, chronic or unspecified with perforation","K25.5",32,19453561,0.2
,"2019","2019","New York","36","Duodenal ulcer, chronic or unspecified with haemorrhage","K26.4",44,19453561,0.2
,"2019","2019","New York","36","Duodenal ulcer, chronic or unspecified with perforation","K26.5",51,19453561,0.3
,"2019","2019","New York","36","Peptic ulcer, site unspecified, chronic or unspecified with haemorrhage","K27.4",36,19453561,0.2
,"2019","2019","New York","36","Peptic ulcer, site unspecified, chronic or unspecified with perforation","K27.5",11,19453561,Unreliable
,"2019","2019","New York","36","Peptic ulcer, site unspecified, unspecified as acute or chronic, without haemorrhage or perforation","K27.9",17,19453561,Unreliable
,"2019","2019","New York","36","Adult hypertrophic pyloric stenosis","K31.1",12,19453561,Unreliable
,"2019","2019","New York","36","Other specified diseases of stomach and duodenum","K31.8",22,19453561,0.1
,"2019","2019","New York","36","Disease of stomach and duodenum, unspecified","K31.9",11,19453561,Unreliable
,"2019","2019","New York","36","Acute appendicitis, other and unspecified","K35.8",17,19453561,Unreliable
,"2019","2019","New York","36","Unilateral or unspecified inguinal hernia, with obstruction, without gangrene","K40.3",19,19453561,Unreliable
,"2019","2019","New York","36","Ventral hernia with obstruction, without gangrene","K43.0",26,19453561,0.1
,"2019","2019","New York","36","Diaphragmatic hernia without obstruction or gangrene","K44.9",26,19453561,0.1
,"2019","2019","New York","36","Unspecified abdominal hernia with obstruction, without gangrene","K46.0",24,19453561,0.1
,"2019","2019","New York","36","Unspecified abdominal hernia without obstruction or gangrene","K46.9",19,19453561,Unreliable
,"2019","2019","New York","36","Crohn disease, unspecified","K50.9",42,19453561,0.2
,"2019","2019","New York","36","Ulcerative colitis, unspecified","K51.9",21,19453561,0.1
,"2019","2019","New York","36","Noninfective gastroenteritis and colitis, unspecified","K52.9",10,19453561,Unreliable
,"2019","2019","New York","36","Acute vascular disorders of intestine","K55.0",85,19453561,0.4
,"2019","2019","New York","36","Chronic vascular disorders of intestine","K55.1",21,19453561,0.1
,"2019","2019","New York","36","Vascular disorder of intestine, unspecified","K55.9",383,19453561,2.0
,"2019","2019","New York","36","Volvulus","K56.2",48,19453561,0.2
,"2019","2019","New York","36","Intestinal adhesions [bands] with obstruction","K56.5",12,19453561,Unreliable
,"2019","2019","New York","36","Other and unspecified intestinal obstruction","K56.6",270,19453561,1.4
,"2019","2019","New York","36","Ileus, unspecified","K56.7",26,19453561,0.1
,"2019","2019","New York","36","Diverticular disease of large intestine with perforation and abscess","K57.2",17,19453561,Unreliable
,"2019","2019","New York","36","Diverticular disease of large intestine without perforation or abscess","K57.3",11,19453561,Unreliable
,"2019","2019","New York","36","Diverticular disease of intestine, part unspecified, with perforation and abscess","K57.8",82,19453561,0.4
,"2019","2019","New York","36","Diverticular disease of intestine, part unspecified, without perforation or abscess","K57.9",77,19453561,0.4
,"2019","2019","New York","36","Constipation","K59.0",18,19453561,Unreliable
,"2019","2019","New York","36","Disease of anus and rectum, unspecified","K62.9",11,19453561,Unreliable
,"2019","2019","New York","36","Perforation of intestine (nontraumatic)","K63.1",173,19453561,0.9
,"2019","2019","New York","36","Fistula of intestine","K63.2",13,19453561,Unreliable
,"2019","2019","New York","36","Other specified diseases of intestine","K63.8",15,19453561,Unreliable
,"2019","2019","New York","36","Disease of intestine, unspecified","K63.9",20,19453561,0.1
,"2019","2019","New York","36","Acute peritonitis","K65.0",44,19453561,0.2
,"2019","2019","New York","36","Peritonitis, unspecified","K65.9",24,19453561,0.1
,"2019","2019","New York","36","Haemoperitoneum","K66.1",11,19453561,Unreliable
,"2019","2019","New York","36","Other specified disorders of peritoneum","K66.8",15,19453561,Unreliable
,"2019","2019","New York","36","Alcoholic fatty liver","K70.0",26,19453561,0.1
,"2019","2019","New York","36","Alcoholic hepatitis","K70.1",41,19453561,0.2
,"2019","2019","New York","36","Alcoholic cirrhosis of liver","K70.3",708,19453561,3.6
,"2019","2019","New York","36","Alcoholic hepatic failure","K70.4",48,19453561,0.2
,"2019","2019","New York","36","Alcoholic liver disease, unspecified","K70.9",61,19453561,0.3
,"2019","2019","New York","36","Acute and subacute hepatic failure","K72.0",37,19453561,0.2
,"2019","2019","New York","36","Hepatic failure, unspecified","K72.9",171,19453561,0.9
,"2019","2019","New York","36","Primary biliary cirrhosis","K74.3",21,19453561,0.1
,"2019","2019","New York","36","Other and unspecified cirrhosis of liver","K74.6",758,19453561,3.9
,"2019","2019","New York","36","Abscess of liver","K75.0",16,19453561,Unreliable
,"2019","2019","New York","36","Autoimmune hepatitis","K75.4",21,19453561,0.1
,"2019","2019","New York","36","Inflammatory liver disease, unspecified","K75.9",13,19453561,Unreliable
,"2019","2019","New York","36","Fatty (change of) liver, not elsewhere classified","K76.0",149,19453561,0.8
,"2019","2019","New York","36","Hepatorenal syndrome","K76.7",22,19453561,0.1
,"2019","2019","New York","36","Other specified diseases of liver","K76.8",10,19453561,Unreliable
,"2019","2019","New York","36","Liver disease, unspecified","K76.9",151,19453561,0.8
,"2019","2019","New York","36","Calculus of gallbladder with other cholecystitis","K80.1",10,19453561,Unreliable
,"2019","2019","New York","36","Calculus of gallbladder without cholecystitis","K80.2",27,19453561,0.1
,"2019","2019","New York","36","Calculus of bile duct without cholangitis or cholecystitis","K80.5",16,19453561,Unreliable
,"2019","2019","New York","36","Acute cholecystitis","K81.0",78,19453561,0.4
,"2019","2019","New York","36","Cholecystitis, unspecified","K81.9",83,19453561,0.4
,"2019","2019","New York","36","Cholangitis","K83.0",100,19453561,0.5
,"2019","2019","New York","36","Obstruction of bile duct","K83.1",19,19453561,Unreliable
,"2019","2019","New York","36","Alcohol-induced acute pancreatitis","K85.2",16,19453561,Unreliable
,"2019","2019","New York","36","Acute pancreatitis, unspecified","K85.9",114,19453561,0.6
,"2019","2019","New York","36","Other chronic pancreatitis","K86.1",14,19453561,Unreliable
,"2019","2019","New York","36","Disease of pancreas, unspecified","K86.9",38,19453561,0.2
,"2019","2019","New York","36","Blind loop syndrome, not elsewhere classified","K90.2",10,19453561,Unreliable
,"2019","2019","New York","36","Haematemesis","K92.0",11,19453561,Unreliable
,"2019","2019","New York","36","Gastrointestinal haemorrhage, unspecified","K92.2",584,19453561,3.0
,"2019","2019","New York","36","Cellulitis of other parts of limb","L03.1",53,19453561,0.3
,"2019","2019","New York","36","Cellulitis, unspecified","L03.9",37,19453561,0.2
,"2019","2019","New York","36","Local infection of skin and subcutaneous tissue, unspecified","L08.9",39,19453561,0.2
,"2019","2019","New York","36","Decubitus ulcer and pressure area, unspecified","L89.9",84,19453561,0.4
,"2019","2019","New York","36","Ulcer of lower limb, not elsewhere classified","L97",15,19453561,Unreliable
,"2019","2019","New York","36","Chronic ulcer of skin, not elsewhere classified","L98.4",38,19453561,0.2
,"2019","2019","New York","36","Pyogenic arthritis, unspecified","M00.9",29,19453561,0.1
,"2019","2019","New York","36","Rheumatoid arthritis, unspecified","M06.9",79,19453561,0.4
,"2019","2019","New York","36","Arthrosis, unspecified","M19.9",22,19453561,0.1
,"2019","2019","New York","36","Systemic lupus erythematosus with organ or system involvement","M32.1",59,19453561,0.3
,"2019","2019","New York","36","Other forms of systemic sclerosis","M34.8",43,19453561,0.2
,"2019","2019","New York","36","Systemic sclerosis, unspecified","M34.9",11,19453561,Unreliable
,"2019","2019","New York","36","Systemic involvement of connective tissue, unspecified","M35.9",11,19453561,Unreliable
,"2019","2019","New York","36","Scoliosis, unspecified","M41.9",17,19453561,Unreliable
,"2019","2019","New York","36","Osteomyelitis of vertebra","M46.2",30,19453561,0.2
,"2019","2019","New York","36","Discitis, unspecified","M46.4",10,19453561,Unreliable
,"2019","2019","New York","36","Spinal stenosis","M48.0",13,19453561,Unreliable
,"2019","2019","New York","36","Myositis, unspecified","M60.9",12,19453561,Unreliable
,"2019","2019","New York","36","Ischaemic infarction of muscle","M62.2",11,19453561,Unreliable
,"2019","2019","New York","36","Other specified disorders of muscle","M62.8",36,19453561,0.2
,"2019","2019","New York","36","Necrotizing fasciitis","M72.6",39,19453561,0.2
,"2019","2019","New York","36","Unspecified osteoporosis with pathological fracture","M80.9",10,19453561,Unreliable
,"2019","2019","New York","36","Other chronic osteomyelitis","M86.6",17,19453561,Unreliable
,"2019","2019","New York","36","Osteomyelitis, unspecified","M86.9",170,19453561,0.9
,"2019","2019","New York","36","Acute nephritic syndrome, unspecified","N00.9",24,19453561,0.1
,"2019","2019","New York","36","Acute tubulo-interstitial nephritis","N10",11,19453561,Unreliable
,"2019","2019","New York","36","Tubulo-interstitial nephritis, not specified as acute or chronic","N12",50,19453561,0.3
,"2019","2019","New York","36","Other and unspecified hydronephrosis","N13.3",22,19453561,0.1
,"2019","2019","New York","36","Obstructive and reflux uropathy, unspecified","N13.9",28,19453561,0.1
,"2019","2019","New York","36","Acute renal failure with tubular necrosis","N17.0",16,19453561,Unreliable
,"2019","2019","New York","36","Acute renal failure, unspecified","N17.9",366,19453561,1.9
,"2019","2019","New York","36","Chronic kidney disease, stage 3","N18.3",19,19453561,Unreliable
,"2019","2019","New York","36","Chronic kidney disease, stage 4","N18.4",36,19453561,0.2
,"2019","2019","New York","36","Chronic kidney disease, stage 5","N18.5",1267,19453561,6.5
,"2019","2019","New York","36","Chronic renal failure, unspecified","N18.9",552,19453561,2.8
,"2019","2019","New York","36","Unspecified renal failure","N19",257,19453561,1.3
,"2019","2019","New York","36","Calculus of kidney","N20.0",43,19453561,0.2
,"2019","2019","New York","36","Other specified disorders of kidney and ureter","N28.8",84,19453561,0.4
,"2019","2019","New York","36","Disorder of kidney and ureter, unspecified","N28.9",55,19453561,0.3
,"2019","2019","New York","36","Acute cystitis","N30.0",13,19453561,Unreliable
,"2019","2019","New York","36","Cystitis, unspecified","N30.9",16,19453561,Unreliable
,"2019","2019","New York","36","Neuromuscular dysfunction of bladder, unspecified","N31.9",10,19453561,Unreliable
,"2019","2019","New York","36","Bladder disorder, unspecified","N32.9",11,19453561,Unreliable
,"2019","2019","New York","36","Urinary tract infection, site not specified","N39.0",683,19453561,3.5
,"2019","2019","New York","36","Hyperplasia of prostate","N40",56,19453561,0.3
,"2019","2019","New York","36","Inflammatory disorders of other specified male genital organs","N49.8",13,19453561,Unreliable
,"2019","2019","New York","36","Death from direct obstetric cause occurring more than 42 days but less than one year after delivery","O96.0",15,19453561,Unreliable
,"2019","2019","New York","36","Death from indirect obstetric cause occurring more than 42 days but less than one year after delivery","O96.1",13,19453561,Unreliable
,"2019","2019","New York","36","Diseases of the circulatory system complicating pregnancy, childbirth and the puerperium","O99.4",10,19453561,Unreliable
,"2019","2019","New York","36","Newborn affected by incompetent cervix","P01.0",16,19453561,Unreliable
,"2019","2019","New York","36","Newborn affected by premature rupture of membranes","P01.1",22,19453561,0.1
,"2019","2019","New York","36","Newborn affected by other forms of placental separation and haemorrhage","P02.1",10,19453561,Unreliable
,"2019","2019","New York","36","Extremely low birth weight","P07.0",18,19453561,Unreliable
,"2019","2019","New York","36","Extreme immaturity","P07.2",104,19453561,0.5
,"2019","2019","New York","36","Other preterm infants","P07.3",24,19453561,0.1
,"2019","2019","New York","36","Intrauterine hypoxia, unspecified","P20.9",14,19453561,Unreliable
,"2019","2019","New York","36","Respiratory distress syndrome of newborn","P22.0",24,19453561,0.1
,"2019","2019","New York","36","Neonatal cardiac failure","P29.0",22,19453561,0.1
,"2019","2019","New York","36","Neonatal cardiac dysrhythmia","P29.1",52,19453561,0.3
,"2019","2019","New York","36","Bacterial sepsis of newborn, unspecified","P36.9",18,19453561,Unreliable
,"2019","2019","New York","36","Necrotizing enterocolitis of newborn","P77",17,19453561,Unreliable
,"2019","2019","New York","36","Hypoxic ischemic encephalopathy of newborn","P91.6",12,19453561,Unreliable
,"2019","2019","New York","36","Tetralogy of Fallot","Q21.3",10,19453561,Unreliable
,"2019","2019","New York","36","Hypoplastic left heart syndrome","Q23.4",10,19453561,Unreliable
,"2019","2019","New York","36","Malformation of coronary vessels","Q24.5",11,19453561,Unreliable
,"2019","2019","New York","36","Congenital malformation of heart, unspecified","Q24.9",41,19453561,0.2
,"2019","2019","New York","36","Peripheral arteriovenous malformation","Q27.3",20,19453561,0.1
,"2019","2019","New York","36","Hypoplasia and dysplasia of lung","Q33.6",12,19453561,Unreliable
,"2019","2019","New York","36","Polycystic kidney, unspecified","Q61.3",26,19453561,0.1
,"2019","2019","New York","36","Congenital diaphragmatic hernia","Q79.0",14,19453561,Unreliable
,"2019","2019","New York","36","Congenital malformation, unspecified","Q89.9",12,19453561,Unreliable
,"2019","2019","New York","36","Down syndrome, unspecified","Q90.9",76,19453561,0.4
,"2019","2019","New York","36","Edwards syndrome, unspecified","Q91.3",18,19453561,Unreliable
,"2019","2019","New York","36","Patau syndrome, unspecified","Q91.7",10,19453561,Unreliable
,"2019","2019","New York","36","Bradycardia, unspecified","R00.1",11,19453561,Unreliable
,"2019","2019","New York","36","Dyspnoea","R06.0",22,19453561,0.1
,"2019","2019","New York","36","Hyperventilation","R06.4",16,19453561,Unreliable
,"2019","2019","New York","36","Other and unspecified abnormalities of breathing","R06.8",20,19453561,0.1
,"2019","2019","New York","36","Asphyxia","R09.0",116,19453561,0.6
,"2019","2019","New York","36","Respiratory arrest","R09.2",133,19453561,0.7
,"2019","2019","New York","36","Dysphagia","R13",60,19453561,0.3
,"2019","2019","New York","36","Other specified symptoms and signs involving the digestive system and abdomen","R19.8",12,19453561,Unreliable
,"2019","2019","New York","36","Malaise and fatigue","R53",49,19453561,0.3
,"2019","2019","New York","36","Senility","R54",328,19453561,1.7
,"2019","2019","New York","36","Other and unspecified convulsions","R56.8",58,19453561,0.3
,"2019","2019","New York","36","Cardiogenic shock","R57.0",29,19453561,0.1
,"2019","2019","New York","36","Other shock","R57.8",12,19453561,Unreliable
,"2019","2019","New York","36","Shock, unspecified","R57.9",11,19453561,Unreliable
,"2019","2019","New York","36","Haemorrhage, not elsewhere classified","R58",54,19453561,0.3
,"2019","2019","New York","36","Other lack of expected normal physiological development","R62.8",148,19453561,0.8
,"2019","2019","New York","36","Other specified general symptoms and signs","R68.8",145,19453561,0.7
,"2019","2019","New York","36","Abnormal findings on diagnostic imaging of lung","R91",15,19453561,Unreliable
,"2019","2019","New York","36","Sudden infant death syndrome - SIDS","R95",31,19453561,0.2
,"2019","2019","New York","36","Other ill-defined and unspecified causes of mortality","R99",1042,19453561,5.4
,"2019","2019","New York","36","Pedestrian injured in collision with car, pick-up truck or van, traffic accident","V03.1",90,19453561,0.5
,"2019","2019","New York","36","Pedestrian injured in collision with heavy transport vehicle or bus, traffic accident","V04.1",15,19453561,Unreliable
,"2019","2019","New York","36","Unspecified whether traffic or nontraffic accident","V05.9",20,19453561,0.1
,"2019","2019","New York","36","Pedestrian injured in traffic accident involving other and unspecified motor vehicles","V09.2",226,19453561,1.2
,"2019","2019","New York","36","Pedal cyclist injured in collision with car, pick-up truck or van, unspecified pedal cyclist injured in traffic accident","V13.9",11,19453561,Unreliable
,"2019","2019","New York","36","Driver injured in collision with other and unspecified motor vehicles in traffic accident","V19.4",13,19453561,Unreliable
,"2019","2019","New York","36","Motorcycle rider injured in collision with car, pick-up truck or van, driver injured in traffic accident","V23.4",27,19453561,0.1
,"2019","2019","New York","36","Motorcycle rider injured in collision with fixed or stationary object, driver injured in traffic accident","V27.4",31,19453561,0.2
,"2019","2019","New York","36","Driver injured in collision with other and unspecified motor vehicles in traffic accident","V29.4",36,19453561,0.2
,"2019","2019","New York","36","Motorcycle rider [any] injured in unspecified traffic accident","V29.9",16,19453561,Unreliable
,"2019","2019","New York","36","Car occupant injured in collision with car, pick-up truck or van, driver injured in traffic accident","V43.5",21,19453561,0.1
,"2019","2019","New York","36","Car occupant injured in collision with car, pick-up truck or van, passenger injured in traffic accident","V43.6",10,19453561,Unreliable
,"2019","2019","New York","36","Car occupant injured in collision with fixed or stationary object, driver injured in traffic accident","V47.5",39,19453561,0.2
,"2019","2019","New York","36","Car occupant injured in collision with fixed or stationary object, passenger injured in traffic accident","V47.6",18,19453561,Unreliable
,"2019","2019","New York","36","Car occupant injured in noncollision transport accident, driver injured in traffic accident","V48.5",13,19453561,Unreliable
,"2019","2019","New York","36","Car occupant [any] injured in unspecified traffic accident","V49.9",19,19453561,Unreliable
,"2019","2019","New York","36","Driver of all-terrain or other off-road motor vehicle injured in nontraffic accident","V86.5",18,19453561,Unreliable
,"2019","2019","New York","36","Person injured in collision between other specified motor vehicles (traffic)","V87.7",116,19453561,0.6
,"2019","2019","New York","36","Person injured in unspecified motor-vehicle accident, traffic","V89.2",255,19453561,1.3
,"2019","2019","New York","36","Fall on same level from slipping, tripping and stumbling","W01",34,19453561,0.2
,"2019","2019","New York","36","Fall involving wheelchair","W05",25,19453561,0.1
,"2019","2019","New York","36","Fall involving bed","W06",44,19453561,0.2
,"2019","2019","New York","36","Fall involving chair","W07",10,19453561,Unreliable
,"2019","2019","New York","36","Fall on and from stairs and steps","W10",205,19453561,1.1
,"2019","2019","New York","36","Fall on and from ladder","W11",24,19453561,0.1
,"2019","2019","New York","36","Fall from, out of or through building or structure","W13",25,19453561,0.1
,"2019","2019","New York","36","Other fall from one level to another","W17",34,19453561,0.2
,"2019","2019","New York","36","Other fall on same level","W18",380,19453561,2.0
,"2019","2019","New York","36","Unspecified fall","W19",941,19453561,4.8
,"2019","2019","New York","36","Struck by thrown, projected or falling object","W20",33,19453561,0.2
,"2019","2019","New York","36","Drowning and submersion while in bath-tub","W65",13,19453561,Unreliable
,"2019","2019","New York","36","Drowning and submersion while in swimming-pool","W67",23,19453561,0.1
,"2019","2019","New York","36","Drowning and submersion while in natural water","W69",52,19453561,0.3
,"2019","2019","New York","36","Unspecified drowning and submersion","W74",13,19453561,Unreliable
,"2019","2019","New York","36","Accidental suffocation and strangulation in bed","W75",38,19453561,0.2
,"2019","2019","New York","36","Inhalation of gastric contents","W78",16,19453561,Unreliable
,"2019","2019","New York","36","Inhalation and ingestion of food causing obstruction of respiratory tract","W79",52,19453561,0.3
,"2019","2019","New York","36","Inhalation and ingestion of other objects causing obstruction of respiratory tract","W80",131,19453561,0.7
,"2019","2019","New York","36","Unspecified threat to breathing","W84",22,19453561,0.1
,"2019","2019","New York","36","Exposure to uncontrolled fire in building or structure","X00",128,19453561,0.7
,"2019","2019","New York","36","Exposure to excessive natural heat","X30",13,19453561,Unreliable
,"2019","2019","New York","36","Exposure to excessive natural cold","X31",65,19453561,0.3
,"2019","2019","New York","36","Accidental poisoning by and exposure to nonopioid analgesics, antipyretics and antirheumatics","X40",13,19453561,Unreliable
